Airline name ,Travel Time,Number of Stoppage(s),Ticket price(Dollar),Departure Airport,Departure Time,1st Stoppage Waiting Time,1st Stoppage,2nd Stoppage Waiting Time,2nd Stoppage,3rd Stoppage Waiting time,3rd Stoppage,Destination Airport,Arrival Time,Arrival Date
Multiple,22:10:00,1,1221.0,LGW,09:00:00,8h 25m,DOH,,,,,EWR,13:10:00,04-08
Qatar,22:10:00,1,1223.0,LGW,09:00:00,8h 25m,DOH,,,,,EWR,13:10:00,04-08
British,22:10:00,1,1234.0,LGW,09:00:00,8h 25m,DOH,,,,,JFK,13:10:00,04-08
Multiple,15:10:00,1,1266.0,LHR,16:00:00,1h 15m,DOH,,,,,EWR,13:10:00,04-08
Qatar,15:10:00,1,1268.0,LHR,16:00:00,1h 15m,DOH,,,,,EWR,13:10:00,04-08
Qatar,18:25:00,1,1268.0,LHR,11:55:00,4h 40m,DOH,,,,,JFK,12:20:00,04-08
Qatar,27:10:00,1,1271.0,LHR,21:55:00,13h 15m,DOH,,,,,JFK,07:05:00,04-09
Qatar,32:25:00,1,1271.0,LHR,21:55:00,18h 40m,DOH,,,,,JFK,12:20:00,04-09
British,15:10:00,1,1279.0,LHR,16:00:00,1h 15m,DOH,,,,,JFK,13:10:00,04-08
British,18:25:00,1,1279.0,LHR,11:55:00,4h 30m,DOH,,,,,JFK,12:20:00,04-08
SWISS,14:40:00,1,1280.0,LHR,13:45:00,2h 10m,ZRH,,,,,JFK,10:25:00,04-08
SWISS,16:20:00,1,1280.0,LHR,12:05:00,3h 55m,ZRH,,,,,JFK,10:25:00,04-08
SWISS,19:45:00,1,1280.0,LHR,08:40:00,7h 5m,ZRH,,,,,JFK,10:25:00,04-08
SWISS,22:25:00,1,1280.0,LHR,06:00:00,10h 0m,ZRH,,,,,EWR,10:25:00,04-08
Austrian,13:10:00,1,1281.0,LHR,19:30:00,45m,VIE,,,,,EWR,14:40:00,04-08
Lufthansa,15:45:00,1,1281.0,LHR,16:25:00,3h 10m,MUC,,,,,JFK,14:10:00,04-08
Austrian,17:35:00,1,1281.0,LHR,15:05:00,5h 5m,VIE,,,,,JFK,14:40:00,04-08
Lufthansa,18:35:00,1,1281.0,LHR,13:35:00,6h 0m,MUC,,,,,JFK,14:10:00,04-08
Lufthansa,21:20:00,1,1281.0,LHR,10:50:00,8h 45m,MUC,,,,,EWR,14:10:00,04-08
Austrian,23:35:00,1,1281.0,LHR,09:05:00,11h 5m,VIE,,,,,JFK,14:40:00,04-08
Lufthansa,24:45:00,1,1281.0,LHR,07:25:00,12h 10m,MUC,,,,,JFK,14:10:00,04-08
Lufthansa,25:15:00,1,1281.0,LHR,06:55:00,12h 40m,MUC,,,,,JFK,14:10:00,04-08
Austrian,26:40:00,1,1281.0,LHR,06:00:00,14h 15m,VIE,,,,,JFK,14:40:00,04-08
British,27:10:00,1,1283.0,LHR,21:55:00,13h 15m,DOH,,,,,JFK,07:05:00,04-09
British,32:25:00,1,1283.0,LHR,21:55:00,18h 30m,DOH,,,,,JFK,12:20:00,04-09
SWISS,15:20:00,1,1304.0,LCY,13:05:00,3h 0m,ZRH,,,,,EWR,10:25:00,04-08
SWISS,17:30:00,1,1304.0,LCY,10:55:00,5h 10m,ZRH,,,,,JFK,10:25:00,04-08
SWISS,18:45:00,1,1304.0,LCY,09:40:00,6h 30m,ZRH,,,,,JFK,10:25:00,04-08
Turkish,26:40:00,1,1324.0,LHR,06:45:00,13h 10m,IST,,,,,JFK,15:25:00,04-08
Kuwait,16:25:00,1,1331.0,LHR,11:45:00,3h 20m,KWI,,,,,EWR,10:10:00,04-08
Multiple,21:20:00,1,1354.0,LGW,09:00:00,7h 45m,DOH,,,,,JFK,12:20:00,04-08
Qatar,16:5:00,1,1356.0,LGW,09:00:00,2h 20m,DOH,,,,,EWR,07:05:00,04-08
Qatar,21:20:00,1,1356.0,LGW,09:00:00,7h 45m,DOH,,,,,EWR,12:20:00,04-08
KLM-Royal Dutch,17:35:00,1,1366.0,LHR,09:55:00,4h 45m,AMS,,,,,EWR,09:30:00,04-08
KLM-Royal Dutch,18:50:00,1,1366.0,LHR,08:40:00,6h 10m,AMS,,,,,EWR,09:30:00,04-08
British,16:5:00,1,1367.0,LGW,09:00:00,2h 20m,DOH,,,,,EWR,07:05:00,04-08
British,21:20:00,1,1367.0,LGW,09:00:00,7h 35m,DOH,,,,,EWR,12:20:00,04-08
Air China,22:25:00,1,1388.0,LGW,12:35:00,7h 40m,PEK,,,,,EWR,17:00:00,04-08
KLM-Royal Dutch,17:30:00,1,1390.0,LCY,10:00:00,5h 0m,AMS,,,,,EWR,09:30:00,04-08
KLM-Royal Dutch,17:35:00,1,1390.0,LCY,09:55:00,4h 55m,AMS,,,,,EWR,09:30:00,04-08
KLM-Royal Dutch,17:45:00,1,1390.0,LCY,09:45:00,5h 10m,AMS,,,,,JFK,09:30:00,04-08
Multiple,15:15:00,1,1399.0,LHR,15:05:00,1h 30m,DOH,,,,,EWR,12:20:00,04-08
Multiple,18:25:00,1,1399.0,LHR,11:55:00,4h 40m,DOH,,,,,EWR,12:20:00,04-08
Qatar,33:5:00,1,1404.0,LHR,16:00:00,19h 10m,DOH,,,,,EWR,07:05:00,04-09
British,33:5:00,1,1416.0,LHR,16:00:00,19h 10m,DOH,,,,,EWR,07:05:00,04-09
SWISS,18:45:00,1,1423.0,LCY,09:40:00,6h 30m,ZRH,,,,,EWR,10:25:00,04-08
SWISS,35:10:00,2,1486.0,LHR,17:15:00,14h 5m,GVA,,,,,EWR,10:25:00,04-09
SWISS,41:10:00,2,1504.0,LCY,11:15:00,6h 35m,GVA,,,,,EWR,10:25:00,04-09
Singapore,17:25:00,1,1555.0,LHR,09:10:00,1h 40m,SIN,,,,,EWR,08:35:00,04-08
Singapore,17:35:00,1,1555.0,LHR,11:25:00,2h 0m,SIN,,,,,EWR,11:00:00,04-08
Singapore,19:50:00,1,1555.0,LHR,09:10:00,4h 0m,SIN,,,,,EWR,11:00:00,04-08
Singapore,20:55:00,1,1555.0,LHR,11:25:00,5h 20m,SIN,,,,,EWR,14:20:00,04-08
Singapore,23:10:00,1,1555.0,LHR,09:10:00,7h 20m,SIN,sc-jRQBWg 3,sc-eCImPb 5,,,JFK,14:20:00,04-08
Turkish,14:15:00,1,737.0,JFK,12:50:00,1h 45m,IST,,,,,,09:05:00,04-08
Turkish,16:30:00,1,737.0,JFK,19:30:00,3h 55m,IST,,,,,,18:00:00,04-08
Turkish,18:40:00,1,737.0,JFK,12:50:00,6h 10m,IST,,,,,,13:30:00,04-08
Turkish,19:50:00,1,737.0,JFK,19:30:00,7h 20m,IST,,,,,,21:20:00,04-08
Turkish,23:10:00,1,737.0,JFK,12:50:00,10h 35m,IST,,,,,,18:00:00,04-08
Turkish,26:30:00,1,737.0,JFK,12:50:00,14h 0m,IST,,,,,,21:20:00,04-08
Turkish,31:20:00,1,737.0,EWR,00:10:00,18h 45m,IST,,,,,,13:30:00,04-08
Turkish,35:50:00,1,737.0,EWR,00:10:00,23h 10m,IST,,,,,,18:00:00,04-08
Turkish,26:55:00,1,827.0,EWR,00:10:00,14h 20m,IST,,,,,,09:05:00,04-08
TAP Portugal,32:40:00,1,885.0,JFK,22:05:00,22h 40m,LIS,,,,,,12:45:00,04-09
TAP Portugal,31:45:00,1,1020.0,EWR,23:00:00,21h 50m,LIS,,,,,,12:45:00,04-09
LOT Polish,14:30:00,1,1049.0,JFK,22:20:00,4h 20m,WAW,,,,,,18:50:00,04-08
LOT Polish,18:0:00,1,1049.0,JFK,22:20:00,7h 50m,WAW,,,,,,22:20:00,04-08
LOT Polish,27:10:00,1,1083.0,JFK,22:20:00,17h 10m,WAW,,,,,,07:30:00,04-09
Iberia,27:25:00,1,1125.0,JFK,23:45:00,17h 25m,BCN,,,,,,09:10:00,04-09
Aer Lingus,31:40:00,1,1143.0,JFK,21:05:00,22h 25m,DUB,,,,,,10:45:00,04-09
Icelandair,20:35:00,2,1187.0,EWR,10:30:00,9h 10m,BOS,,,,,,13:05:00,04-08
Iberia,14:40:00,1,1202.0,JFK,23:45:00,4h 40m,BCN,,,,,,20:25:00,04-08
British,18:25:00,1,1297.0,JFK,23:00:00,9h 30m,LHR,,,,,,23:25:00,04-08
British,19:50:00,1,1297.0,EWR,21:35:00,11h 0m,LHR,,,,,,23:25:00,04-08
British,21:15:00,1,1297.0,JFK,20:10:00,12h 10m,LHR,,,,,,23:25:00,04-08
British,23:20:00,1,1297.0,EWR,18:05:00,14h 15m,LHR,,,,,,23:25:00,04-08
Aer Lingus,11:25:00,1,1371.0,EWR,17:20:00,2h 15m,DUB,,,,,,10:45:00,04-08
American,11:17:00,1,1388.0,EWR,13:43:00,40m,CLT,,,,,,07:00:00,04-08
American,12:0:00,1,1388.0,LGA,13:00:00,1h 15m,CLT,,,,,,07:00:00,04-08
American,13:25:00,1,1388.0,LGA,11:35:00,2h 42m,CLT,,,,,,07:00:00,04-08
American,14:35:00,1,1388.0,EWR,10:25:00,3h 55m,CLT,,,,,,07:00:00,04-08
American,15:0:00,1,1388.0,LGA,10:00:00,4h 9m,CLT,,,,,,07:00:00,04-08
American,15:5:00,1,1388.0,JFK,09:55:00,4h 0m,CLT,,,,,,07:00:00,04-08
American,15:51:00,1,1388.0,EWR,09:09:00,5h 5m,CLT,,,,,,07:00:00,04-08
American,17:5:00,1,1388.0,LGA,07:55:00,6h 24m,CLT,,,,,,07:00:00,04-08
American,17:10:00,1,1388.0,EWR,07:50:00,6h 33m,CLT,,,,,,07:00:00,04-08
British,29:25:00,1,1400.0,EWR,19:35:00,18h 48m,CLT,,,,,,07:00:00,04-09
British,30:0:00,1,1400.0,JFK,19:00:00,19h 2m,CLT,,,,,,07:00:00,04-09
British,31:26:00,1,1400.0,EWR,17:34:00,20h 44m,CLT,,,,,,07:00:00,04-09
British,32:43:00,1,1400.0,JFK,16:17:00,22h 0m,CLT,,,,,,07:00:00,04-09
British,18:25:00,1,1406.0,JFK,23:00:00,9h 30m,LHR,,,,,,23:25:00,04-08
British,19:50:00,1,1406.0,EWR,21:35:00,11h 0m,LHR,,,,,,23:25:00,04-08
British,20:30:00,1,1406.0,JFK,20:55:00,11h 30m,LHR,,,,,,23:25:00,04-08
British,21:15:00,1,1406.0,JFK,20:10:00,12h 10m,LHR,,,,,,23:25:00,04-08
American,29:25:00,1,1407.0,EWR,19:35:00,18h 48m,CLT,,,,,,07:00:00,04-09
Aer Lingus,11:50:00,1,1421.0,JFK,16:55:00,2h 40m,DUB,,,,,,10:45:00,04-08
Iberia,23:29:00,2,1424.0,JFK,17:11:00,5h 55m,BCN,,,,,,22:40:00,04-08
Finnair,12:55:00,1,1467.0,JFK,22:55:00,2h 15m,HEL,,,,,,17:50:00,04-08
British,11:17:00,1,1503.0,EWR,13:43:00,40m,CLT,,,,,,07:00:00,04-08
Finnair,15:5:00,1,1503.0,JFK,09:55:00,4h 0m,CLT,,,,,,07:00:00,04-08
British,15:5:00,1,1503.0,JFK,09:55:00,4h 0m,CLT,,,,,,07:00:00,04-08
Finnair,18:41:00,1,1503.0,JFK,06:19:00,7h 58m,CLT,,,,,,07:00:00,04-08
Lufthansa,7:40:00,1,1504.0,EWR,20:30:00,,,,,,,,10:10:00,04-08
United,7:40:00,1,1504.0,EWR,20:30:00,,,,,,,,10:10:00,04-08
Lufthansa,7:50:00,1,1504.0,JFK,17:25:00,,,,,,,,07:15:00,04-08
United,7:50:00,1,1504.0,JFK,17:25:00,,,,,,,,07:15:00,04-08
United,8:5:00,1,1504.0,EWR,17:30:00,,,,,,,,07:35:00,04-08
Lufthansa,8:5:00,1,1504.0,EWR,17:30:00,,,,,,,,07:35:00,04-08
Air Canada,10:35:00,1,1504.0,LGA,17:35:00,1h 50m,YUL,,,,,,10:10:00,04-08
Air Canada,10:35:00,1,1504.0,EWR,17:35:00,1h 46m,YUL,,,,,,10:10:00,04-08
Air Canada,12:30:00,1,1504.0,EWR,15:40:00,3h 41m,YUL,,,,,,10:10:00,04-08
Air Canada,12:55:00,1,1504.0,LGA,15:15:00,4h 10m,YUL,,,,,,10:10:00,04-08
Multiple,13:40:00,1,1504.0,EWR,14:30:00,4h 48m,YUL,,,,,,10:10:00,04-08
Air Canada,13:40:00,1,1504.0,EWR,14:30:00,4h 48m,YUL,,,,,,10:10:00,04-08
Air Canada,15:5:00,1,1504.0,LGA,13:05:00,6h 20m,YUL,,,,,,10:10:00,04-08
Air Canada,17:0:00,1,1504.0,EWR,11:10:00,8h 11m,YUL,,,,,,10:10:00,04-08
Air Canada,17:25:00,1,1504.0,LGA,10:45:00,8h 40m,YUL,,,,,,10:10:00,04-08
Multiple,19:10:00,1,1504.0,EWR,09:00:00,9h 59m,YUL,,,,,,10:10:00,04-08
Multiple,12:45:00,1,1506.0,EWR,19:10:00,3h 35m,DUB,,,,,,13:55:00,04-08
Multiple,12:0:00,1,1507.0,EWR,15:00:00,1h 26m,CLT,,,,,,09:00:00,04-08
United,12:0:00,1,1507.0,EWR,15:00:00,1h 26m,CLT,,,,,,09:00:00,04-08
Multiple,19:31:00,1,1507.0,EWR,07:29:00,9h 1m,CLT,,,,,,09:00:00,04-08
United,19:31:00,1,1507.0,EWR,07:29:00,9h 1m,CLT,,,,,,09:00:00,04-08
Multiple,10:36:00,1,1508.0,EWR,16:59:00,1h 46m,BOS,,,,,,09:35:00,04-08
United,10:36:00,1,1508.0,EWR,16:59:00,1h 46m,BOS,,,,,,09:35:00,04-08
United,10:41:00,1,1508.0,EWR,14:59:00,50m,IAD,,,,,,07:40:00,04-08
United,10:54:00,1,1508.0,LGA,14:46:00,50m,IAD,,,,,,07:40:00,04-08
Multiple,11:35:00,1,1508.0,EWR,16:00:00,2h 45m,BOS,,,,,,09:35:00,04-08
United,11:35:00,1,1508.0,EWR,16:00:00,2h 45m,BOS,,,,,,09:35:00,04-08
Multiple,12:27:00,1,1508.0,EWR,18:38:00,49m,ORD,,,,,,13:05:00,04-08
United,12:27:00,1,1508.0,EWR,18:38:00,49m,ORD,,,,,,13:05:00,04-08
United,12:30:00,1,1508.0,EWR,15:10:00,1h 13m,ORD,,,,,,09:40:00,04-08
United,12:35:00,1,1508.0,LGA,15:05:00,1h 17m,ORD,,,,,,09:40:00,04-08
Multiple,12:57:00,1,1508.0,EWR,14:38:00,4h 12m,BOS,,,,,,09:35:00,04-08
United,12:57:00,1,1508.0,EWR,14:38:00,4h 12m,BOS,,,,,,09:35:00,04-08
Virgin Atlantic,13:5:00,1,1508.0,LGA,14:25:00,1h 9m,ATL,,,,,,09:30:00,04-08
Delta,13:5:00,1,1508.0,LGA,14:25:00,1h 9m,ATL,,,,,,09:30:00,04-08
Multiple,13:6:00,1,1508.0,LGA,17:59:00,1h 30m,ORD,,,,,,13:05:00,04-08
United,13:6:00,1,1508.0,LGA,17:59:00,1h 30m,ORD,,,,,,13:05:00,04-08
Delta,13:30:00,1,1508.0,EWR,14:00:00,1h 51m,ATL,,,,,,09:30:00,04-08
Virgin Atlantic,13:30:00,1,1508.0,EWR,14:00:00,1h 51m,ATL,,,,,,09:30:00,04-08
United,13:40:00,1,1508.0,LGA,14:00:00,2h 12m,ORD,,,,,,09:40:00,04-08
Multiple,14:4:00,1,1508.0,EWR,17:01:00,2h 28m,ORD,,,,,,13:05:00,04-08
United,14:4:00,1,1508.0,EWR,17:01:00,2h 28m,ORD,,,,,,13:05:00,04-08
Virgin Atlantic,14:5:00,1,1508.0,LGA,13:25:00,2h 7m,ATL,,,,,,09:30:00,04-08
Delta,14:5:00,1,1508.0,LGA,13:25:00,2h 7m,ATL,,,,,,09:30:00,04-08
Multiple,14:6:00,1,1508.0,LGA,16:59:00,2h 30m,ORD,,,,,,13:05:00,04-08
United,14:6:00,1,1508.0,LGA,16:59:00,2h 30m,ORD,,,,,,13:05:00,04-08
United,14:21:00,1,1508.0,LGA,11:19:00,4h 17m,IAD,,,,,,07:40:00,04-08
Multiple,14:26:00,1,1508.0,EWR,13:09:00,5h 42m,BOS,,,,,,09:35:00,04-08
United,14:26:00,1,1508.0,EWR,13:09:00,5h 42m,BOS,,,,,,09:35:00,04-08
United,14:30:00,1,1508.0,EWR,13:10:00,3h 19m,ORD,,,,,,09:40:00,04-08
United,14:40:00,1,1508.0,LGA,13:00:00,3h 12m,ORD,,,,,,09:40:00,04-08
Delta,15:2:00,1,1508.0,EWR,12:28:00,3h 20m,ATL,,,,,,09:30:00,04-08
Virgin Atlantic,15:5:00,1,1508.0,LGA,12:25:00,3h 2m,ATL,,,,,,09:30:00,04-08
Delta,15:5:00,1,1508.0,LGA,12:25:00,3h 2m,ATL,,,,,,09:30:00,04-08
United,15:10:00,1,1508.0,EWR,10:30:00,5h 22m,IAD,,,,,,07:40:00,04-08
United,15:21:00,1,1508.0,LGA,10:19:00,5h 20m,IAD,,,,,,07:40:00,04-08
United,15:30:00,1,1508.0,EWR,13:00:00,2h 55m,MIA,,,,,,10:30:00,04-08
Delta,15:30:00,1,1508.0,JFK,12:00:00,3h 35m,ATL,,,,,,09:30:00,04-08
Multiple,15:55:00,1,1508.0,EWR,15:10:00,4h 23m,ORD,,,,,,13:05:00,04-08
United,15:55:00,1,1508.0,EWR,15:10:00,4h 23m,ORD,,,,,,13:05:00,04-08
Multiple,16:0:00,1,1508.0,LGA,15:05:00,4h 27m,ORD,,,,,,13:05:00,04-08
United,16:0:00,1,1508.0,LGA,15:05:00,4h 27m,ORD,,,,,,13:05:00,04-08
Delta,16:5:00,1,1508.0,LGA,11:25:00,3h 57m,ATL,,,,,,09:30:00,04-08
United,16:11:00,1,1508.0,EWR,11:29:00,5h 0m,ORD,,,,,,09:40:00,04-08
United,16:30:00,1,1508.0,LGA,11:10:00,5h 2m,ORD,,,,,,09:40:00,04-08
Delta,17:5:00,1,1508.0,LGA,10:25:00,5h 1m,ATL,,,,,,09:30:00,04-08
Multiple,17:5:00,1,1508.0,LGA,14:00:00,5h 22m,ORD,,,,,,13:05:00,04-08
United,17:5:00,1,1508.0,LGA,14:00:00,5h 22m,ORD,,,,,,13:05:00,04-08
Virgin Atlantic,17:6:00,1,1508.0,EWR,10:24:00,5h 16m,ATL,,,,,,09:30:00,04-08
Delta,17:6:00,1,1508.0,EWR,10:24:00,5h 16m,ATL,,,,,,09:30:00,04-08
United,17:23:00,1,1508.0,EWR,10:17:00,6h 8m,ORD,,,,,,09:40:00,04-08
United,17:34:00,1,1508.0,EWR,10:56:00,4h 55m,MIA,,,,,,10:30:00,04-08
United,17:40:00,1,1508.0,LGA,10:00:00,6h 22m,ORD,,,,,,09:40:00,04-08
Multiple,17:53:00,1,1508.0,EWR,09:42:00,8h 56m,BOS,,,,,,09:35:00,04-08
United,17:53:00,1,1508.0,EWR,09:42:00,8h 56m,BOS,,,,,,09:35:00,04-08
Multiple,17:55:00,1,1508.0,EWR,13:10:00,6h 29m,ORD,,,,,,13:05:00,04-08
United,17:55:00,1,1508.0,EWR,13:10:00,6h 29m,ORD,,,,,,13:05:00,04-08
Multiple,18:5:00,1,1508.0,LGA,13:00:00,6h 22m,ORD,,,,,,13:05:00,04-08
United,18:5:00,1,1508.0,LGA,13:00:00,6h 22m,ORD,,,,,,13:05:00,04-08
United,18:40:00,1,1508.0,LGA,07:00:00,8h 46m,IAD,,,,,,07:40:00,04-08
United,18:40:00,1,1508.0,LGA,09:00:00,7h 22m,ORD,,,,,,09:40:00,04-08
Virgin Atlantic,18:55:00,1,1508.0,JFK,08:35:00,6h 54m,ATL,,,,,,09:30:00,04-08
Multiple,19:6:00,1,1508.0,EWR,08:29:00,10h 7m,BOS,,,,,,09:35:00,04-08
United,19:6:00,1,1508.0,EWR,08:29:00,10h 7m,BOS,,,,,,09:35:00,04-08
United,19:16:00,1,1508.0,EWR,09:14:00,6h 37m,MIA,,,,,,10:30:00,04-08
United,19:16:00,1,1508.0,EWR,06:24:00,9h 37m,IAD,,,,,,07:40:00,04-08
Multiple,19:36:00,1,1508.0,EWR,11:29:00,8h 10m,ORD,,,,,,13:05:00,04-08
United,19:40:00,1,1508.0,LGA,08:00:00,8h 22m,ORD,,,,,,09:40:00,04-08
United,19:40:00,1,1508.0,LGA,06:00:00,9h 46m,IAD,,,,,,07:40:00,04-08
United,19:55:00,1,1508.0,EWR,07:45:00,8h 39m,ORD,,,,,,09:40:00,04-08
Multiple,19:55:00,1,1508.0,LGA,11:10:00,8h 12m,ORD,,,,,,13:05:00,04-08
Multiple,20:48:00,1,1508.0,EWR,10:17:00,9h 18m,ORD,,,,,,13:05:00,04-08
United,21:30:00,1,1508.0,EWR,07:00:00,8h 59m,MIA,,,,,,10:30:00,04-08
Virgin Atlantic,21:30:00,1,1508.0,JFK,06:00:00,9h 30m,ATL,,,,,,09:30:00,04-08
Air Canada,10:39:00,1,1509.0,EWR,15:06:00,1h 1m,YYZ,,,,,,07:45:00,04-08
Air Canada,10:39:00,1,1509.0,EWR,15:06:00,1h 1m,YYZ,,,,,,07:45:00,04-08
Multiple,10:39:00,1,1509.0,EWR,15:06:00,1h 1m,YYZ,,,,,,07:45:00,04-08
United,11:45:00,1,1509.0,LGA,14:00:00,2h 26m,YYZ,,,,,,07:45:00,04-08
Air Canada,11:45:00,1,1509.0,LGA,14:00:00,2h 26m,YYZ,,,,,,07:45:00,04-08
United,12:20:00,1,1509.0,JFK,13:25:00,3h 0m,YYZ,,,,,,07:45:00,04-08
Air Canada,12:20:00,1,1509.0,JFK,13:25:00,3h 0m,YYZ,,,,,,07:45:00,04-08
Multiple,12:45:00,1,1509.0,EWR,13:00:00,3h 18m,YYZ,,,,,,07:45:00,04-08
Air Canada,12:45:00,1,1509.0,EWR,13:00:00,3h 18m,YYZ,,,,,,07:45:00,04-08
Air Canada,12:45:00,1,1509.0,EWR,13:00:00,3h 18m,YYZ,,,,,,07:45:00,04-08
United,13:20:00,1,1509.0,LGA,12:25:00,4h 1m,YYZ,,,,,,07:45:00,04-08
Air Canada,13:20:00,1,1509.0,LGA,12:25:00,4h 1m,YYZ,,,,,,07:45:00,04-08
Air Canada,13:48:00,1,1509.0,EWR,11:57:00,4h 17m,YYZ,,,,,,07:45:00,04-08
Multiple,13:48:00,1,1509.0,EWR,11:57:00,4h 17m,YYZ,,,,,,07:45:00,04-08
United,14:20:00,1,1509.0,LGA,11:25:00,5h 1m,YYZ,,,,,,07:45:00,04-08
Air Canada,14:20:00,1,1509.0,LGA,11:25:00,5h 1m,YYZ,,,,,,07:45:00,04-08
Air Canada,14:50:00,1,1509.0,EWR,10:55:00,5h 29m,YYZ,,,,,,07:45:00,04-08
United,14:50:00,1,1509.0,EWR,10:55:00,5h 29m,YYZ,,,,,,07:45:00,04-08
United,15:10:00,1,1509.0,LGA,10:35:00,5h 45m,YYZ,,,,,,07:45:00,04-08
Air Canada,15:10:00,1,1509.0,LGA,10:35:00,5h 45m,YYZ,,,,,,07:45:00,04-08
Multiple,15:58:00,1,1509.0,EWR,09:47:00,6h 22m,YYZ,,,,,,07:45:00,04-08
Air Canada,16:25:00,1,1509.0,EWR,09:20:00,7h 4m,YYZ,,,,,,07:45:00,04-08
Multiple,17:44:00,1,1509.0,EWR,08:01:00,8h 9m,YYZ,,,,,,07:45:00,04-08
Multiple,18:44:00,1,1509.0,EWR,07:01:00,9h 16m,YYZ,,,,,,07:45:00,04-08
Multiple,12:15:00,1,1516.0,EWR,19:30:00,2h 45m,BCN,,,,,,13:45:00,04-08
United,12:15:00,1,1516.0,EWR,19:30:00,2h 45m,BCN,,,,,,13:45:00,04-08
Multiple,19:0:00,1,1516.0,EWR,19:30:00,9h 30m,BCN,,,,,,20:30:00,04-08
Multiple,12:50:00,1,1516.0,EWR,19:35:00,2h 55m,MAD,,,,,,14:25:00,04-08
Multiple,16:15:00,1,1516.0,EWR,19:35:00,6h 20m,MAD,,,,,,17:50:00,04-08
Multiple,19:45:00,1,1518.0,EWR,19:10:00,10h 35m,DUB,,,,,,20:55:00,04-08
Multiple,11:0:00,1,1519.0,EWR,21:55:00,1h 25m,OPO,,,,,,14:55:00,04-08
Multiple,18:55:00,1,1521.0,EWR,18:30:00,10h 10m,CDG,,,,,,19:25:00,04-08
SWISS,9:40:00,1,1521.0,JFK,16:30:00,55m,ZRH,,,,,,08:10:00,04-08
Multiple,9:55:00,1,1521.0,EWR,18:15:00,1h 5m,ZRH,,,,,,10:10:00,04-08
United,9:55:00,1,1521.0,EWR,18:15:00,1h 5m,ZRH,,,,,,10:10:00,04-08
United,9:55:00,1,1521.0,EWR,18:15:00,1h 5m,ZRH,,,,,,10:10:00,04-08
Lufthansa,9:55:00,1,1521.0,EWR,18:15:00,1h 5m,ZRH,,,,,,10:10:00,04-08
Delta,10:10:00,1,1521.0,JFK,22:30:00,1h 5m,CDG,,,,,,14:40:00,04-08
SWISS,10:15:00,1,1521.0,EWR,21:50:00,1h 40m,ZRH,,,,,,14:05:00,04-08
United,10:15:00,1,1521.0,EWR,21:50:00,1h 40m,ZRH,,,,,,14:05:00,04-08
Delta,11:10:00,1,1521.0,JFK,21:30:00,2h 5m,CDG,,,,,,14:40:00,04-08
United,11:10:00,1,1521.0,JFK,20:55:00,2h 25m,ZRH,,,,,,14:05:00,04-08
Delta,11:15:00,1,1521.0,JFK,23:55:00,2h 20m,CDG,,,,,,17:10:00,04-08
United,11:40:00,1,1521.0,JFK,16:30:00,3h 5m,ZRH,,,,,,10:10:00,04-08
Delta,12:40:00,1,1521.0,JFK,22:30:00,3h 40m,CDG,,,,,,17:10:00,04-08
Delta,13:10:00,1,1521.0,JFK,19:30:00,4h 5m,CDG,,,,,,14:40:00,04-08
Delta,13:40:00,1,1521.0,JFK,21:30:00,4h 40m,CDG,,,,,,17:10:00,04-08
Delta,13:45:00,1,1521.0,JFK,23:55:00,4h 50m,CDG,,,,,,19:40:00,04-08
Multiple,13:50:00,1,1521.0,EWR,18:15:00,5h 0m,ZRH,,,,,,14:05:00,04-08
United,13:50:00,1,1521.0,EWR,18:15:00,5h 0m,ZRH,,,,,,14:05:00,04-08
Delta,14:10:00,1,1521.0,JFK,18:30:00,5h 5m,CDG,,,,,,14:40:00,04-08
Delta,15:10:00,1,1521.0,JFK,22:30:00,6h 10m,CDG,,,,,,19:40:00,04-08
Delta,15:10:00,1,1521.0,JFK,17:30:00,6h 20m,CDG,,,,,,14:40:00,04-08
Delta,15:30:00,1,1521.0,EWR,17:10:00,6h 45m,CDG,,,,,,14:40:00,04-08
United,15:35:00,1,1521.0,JFK,16:30:00,7h 0m,ZRH,,,,,,14:05:00,04-08
Delta,15:40:00,1,1521.0,JFK,19:30:00,6h 40m,CDG,,,,,,17:10:00,04-08
Delta,16:10:00,1,1521.0,JFK,21:30:00,7h 10m,CDG,,,,,,19:40:00,04-08
Delta,16:10:00,1,1521.0,JFK,16:30:00,7h 15m,CDG,,,,,,14:40:00,04-08
Delta,16:40:00,1,1521.0,JFK,18:30:00,7h 40m,CDG,,,,,,17:10:00,04-08
Delta,17:40:00,1,1521.0,JFK,17:30:00,8h 55m,CDG,,,,,,17:10:00,04-08
Delta,18:0:00,1,1521.0,EWR,17:10:00,9h 20m,CDG,,,,,,17:10:00,04-08
Delta,18:10:00,1,1521.0,JFK,19:30:00,9h 10m,CDG,,,,,,19:40:00,04-08
Delta,18:40:00,1,1521.0,JFK,16:30:00,9h 50m,CDG,,,,,,17:10:00,04-08
Delta,19:10:00,1,1521.0,JFK,18:30:00,10h 10m,CDG,,,,,,19:40:00,04-08
Multiple,20:5:00,1,1521.0,EWR,18:15:00,11h 10m,ZRH,,,,,,20:20:00,04-08
Delta,20:10:00,1,1521.0,JFK,17:30:00,11h 25m,CDG,,,,,,19:40:00,04-08
Delta,20:30:00,1,1521.0,EWR,17:10:00,11h 50m,CDG,,,,,,19:40:00,04-08
